id,text,target
50936,sure he does not call his gated community private security firm bull connors though it funny now liberals love privatization of police,1.0
97580,wonder how many children he molested,1.0
54991,oh you are in england your views on gun control stopped mattering in,1.0
55051,this is the antifa party amp all of sudden they expect us to believe they care about anyone besides themselves nope,1.0
23159,ouch,0.0
58548,wonder if he apologized to diamond and silk for calling them minstrel show he should have been fired but there he is making faces,1.0
41277,which is why it awesome that kavanaugh didn shake that gun control dads hand sorry for kid was killed by gun but it not the future judges fault it happened omg white people in cities are silly,1.0
51592,john podesta is spirit cooking pedo here photo of him and valerie jarrett in rather compromising situation,1.0
56068,love the way this pisses off liberals,1.0
88585,my auto correct gggrrr she is crazy witch,1.0
14234,when turned the speech on it sounded to me like liberals becoming another nasty party with his personal attacks on various individuals,1.0
97329,another negative democrat who refuses to disappear,1.0
85409,as my elected mp could you please explain why is still promoting ideas that the eu have already rejected we ve months to go and nothing appears to be moving onward are like the blind leading the blind,1.0
14118,so she can be effected by the radiation but killed hope he mentions lady gaga witch since she is the only known immortal witch and supreme,1.0
63792,election season trump my dick is the most magnificent dick just tremendous leftists prove it you russian puppet trump whips dick out in fit of senility conservatives vote trump to victory,1.0
82293,interesting when demoncraps are not even inventive enough to create their own cartoons this is originally put out by republicans liberals are the koolaide drinkers and always have been liberals are also the scum of the earth and prove it daily through their lies,1.0
61533,ajsjjsjdkkdjdk want him so much he literally tell me to die and obey him,1.0
40857,he dead so you are necrophiliac as well good to know you must suck at chess never mind dimensional chess you can even think one move ahead let alone many change your twitter handle to dumbaf not even ish,1.0
23228,they get testy and decide you re paid shill lot if you end up hanging around qanon you ll get used to it,1.0
78473,trump is very sick man he is toxic and mean spirited,1.0
30890,voters know is the right side of the gun issue gun control or gun rights the answer may help determine whether nra financed rep comstock wins reelection,1.0
92935,behaved as an ordinary disposable criminal,1.0
86626,she is full of bunk,1.0
18702,hell did they boycott mcenroe this is too much,1.0
27045,anti antifa is balls,0.0
78567,im going hardcore bitch,1.0
80107,used to do signifing monkey by heart played it for the wife and she is like what the hell,1.0
84294,think she is the one mad she didnt like being called out so she is trying to make them bully me,1.0
53037,so she is disgusting to you because she is rangers fan you are disgusting to me because you support breaking up the union,1.0
10605,they should hopefully voters will realise that they could have ended this shitshow well before the midterms,1.0
93419,charts she is overall fuck no cardi got ways to go to catch niki,0.0
93280,think missed few replies here im on conference call but most of the anti jihadi muslim vets know would disagree with gun control so this seems odd,1.0
97831,look at all these racist white liberals freaking out because said tom arnold has white privileged,1.0
82366,hubby rushed me shakes fist will flick pic thru this evening when feed em again by the way he is still the boss,1.0
70315,omg really liberals ruins everything,1.0
83457,wow never thought see the left actually admitting they want to shut down free speech unless it their own at least they are admitting they are the facist after all they did create the most facist groups antifa and kkk,1.0
14877,rip lmao who knows that why trying so hard not to expose my shits since they can not never relate anyway,1.0
63762,bullshit,0.0
78739,feel pretty fucked then cuz started out fine,0.0
33095,awful,1.0
50390,do not know anything about the kkk although believe the democrats fund them like they always did think the dems main terror group these days is antifa,1.0
38444,she is absolutely useless everyone knows it except for her and the media,1.0
77647,does anyone care what that dirtbag says,1.0
30426,not snowballs chance in hell dimwit dem start taking losing like man err like uhm whatever you identify as today we will not tired of see you in november for the you can not stop,1.0
38806,hopefully your obesity catches up with you by then,1.0
66497,my stoned wheat crackers where the hell did they put the stoned wheat crackers,0.0
95987,just because you can does not mean you should great power comes with great responsibility by invoking art and overriding our judicial processes you re overriding our democracy,0.0
36795,thank you for your fortitude and perseverance please give mcconnell kick in the butt from some of us conservatives,1.0
21223,yessssshhhhh who else call you shitgull if it were not me or ryme,1.0
25469,she one of those kooky liberals,1.0
74815,like if you didn get fired from espn,1.0
67895,those students not traumatised by having live shooter drills or distracted by fear of being killed at school are already doing their best send your kid to one of those schools and we might get some action on gun control hypocrite,1.0
99912,poor sad liberals no hope for them,1.0
69106,got more common sense than all of my followers,1.0
47490,cbs sez ceo leslie moonves out on his ass after several allegations he was chasing ass coo joseph iannello will be interim ceo until somebody accuses him of the same thing this shit never ends ooops,1.0
77519,even if the devil did make every single one of those priests rape children why does the pope refuse to condemn it why did not he remove from leadership the rapist brought to him,1.0
20232,didn tweet this lol needa get my twitter off this shit,1.0
32990,she is ur screwed trump owns scotus and he will exact wrath upon enemies after the midterms,1.0
64626,then haul your fat ass in harms way you druggie,1.0
39729,anyone can say or write anything about themselves suppose tomorrow she says that she is prophet and human race needs to follow her what does that tell about her once see someone as useless moron stop giving them any attention you do the same brother she is nobody,1.0
46114,its so cool that the blind idiot god concept is already real thing from religion thousands of years old but peopl ehave to make it fucking cthulhu reference for retard cred,0.0
93056,he is delirious,1.0
32139,rezz is dumb bitch who will get rude awakening from bnf in mexico lol,1.0
59690,alert candace owens was just attacked by antifa,1.0
23311,another dumbass democrat one thing you have to say about this president is he not lazy another bullshit story as usual,1.0
33600,when robyn posts selfie the world stops for moment to appreciate it,1.0
79122,the democrats are so desperate all those ppl threatening sen collins are from ca they will do anything to delay or halt confirmation and re election is on the line she is desperate the ppl amp gop are quite aware of what is going on,1.0
58576,so it moves forward damn the facts as long as you keep up the narrative the dangerous line is the sliding scale line that you bunch of liberal idiots use to vilify conservatives or justify the actions of liberals,1.0
70525,poor baby this is why you and your entire network can not be trusted the only people still watching cnn are brainwashed liberals and demonrats,1.0
69004,she is clearly agitated in defensive stance shit what is she doing here,1.0
28518,then your gonna get bitten,1.0
77529,woodword book is slander he is nothing but clown tool,1.0
42005,how many more this country must address sensible gun control this is more than enough vote blue get this garbage cleaned off our streets,0.0
25305,it appears to be paired with woo hoo so he must think he is on his way to brothel,1.0
70652,she is mentally unstable,1.0
60071,character and clinton cartoon maybe,1.0
12602,like that they are not mincing around with her do not understand why she is denying doing porn,1.0
35933,fema has contacted the senator and was told its tv hit you take them when you can he is liar if he had set he would put on his big girl panties and tell the truth,1.0
66631,but thought antifa were actually fascists but this shows rethuglicans are the actual fascists in the room,1.0
70446,so absurd the left has been fielding violent feminists and communists in the form of antifa to attack the very peaceful transition of power for more than two years wonder if it will ever occur to you that you are the bad guys doubt you have the moral fortitude,1.0
26783,anyone surprised,1.0
49939,not if you are from wisconsin and it bubbler and duck duck goose,1.0
23818,good liberals will allow rapist to continue serving on federal district court while his victim continues to suffer but you said you said,1.0
35823,then why are you pretending to be something your not you are phony and all your lies will not change that,1.0
36639,she mocked sjws and the kkk with extremely clever satire the fact you don have sense of humor or are too stupid to get it is our fault none of that means you get to denigrate or lie about her or her motives she is native american woman and you are bigoted misogynist,1.0
35959,are you saying he is turkey chocker,1.0
14239,such delusional liberals so twisted with hate you can not even acknowledge the airforce,1.0
34178,she is better than all this shit she is better than anything,0.0
94756,damn what would do to be able to eat that pussy,1.0
90701,what exactly is it about willy that anyone with half brain would consider conservative the guy is literally poster child for liberals,1.0
20770,queen of rap other bitches can knot relate,1.0
66373,would be worse than her licking that ass,0.0
77620,so pathological liar is going to give the judge lecture on credibility because the judge won admit to something he didn do and we are the stupid ones and liberals have no shame in the ignorance of their elected representatives,1.0
83576,we have stupid problem conservatives don just hate studies by smart people smart people suck that show data data schmata and facts but just being near one can turn somebody into nitwit,0.0
21734,bitch,1.0
57625,if jamie oliver fucks with my meal deals at tesco ll kill the cunt,1.0
40567,care that he was murdered do not care whether he had some weed in his home like whole lot of americans do any more than care if you said he had pairs of socks he is the victim you are trying to smear the victim you are despicable,1.0
32074,should wash your mouth out with soap for saying that have the utmost respect and admiration for our cops don have that for dirt bags who would break into my home gun control means steady hand not an empty one go talk to antifa buddies about being drain,1.0
17811,he is russian spy have received much money from putin,1.0
39492,well he liberal so that explains it who knows the shooter may be liberal as far as he knows liberals are very hateful violent people and must be defeated,1.0
40412,no news orgs are giving faith goldy the time of day that simply wrong she may not have the experience of the other two useless fools but she cares and she is no one fool,1.0
71929,just gave beto and you all should as well trump called ted wife ugly and he is still licking his boots for help with reelection,1.0
35524,was this threat from,1.0
66579,liberals cannot imagine circumstance where they are forced to defend themselves or their family from violence they imagine such an eventuality to be beyond the realm of possibility and they foolishly believe that the police will arrive quickly enough to save them,1.0
58523,let me borrow yo shit first,1.0
66864,wow that lie bitch is at it again,1.0
24298,stfu bitch lol why salty tryna get twitter famous ya know,1.0
43335,is correct and should be applauded for criticizing our inept and corrupt president not denounced for it,1.0
46678,you turn dull tuesday night into super sexy one so hot,1.0
47804,but not as despicable as her own,1.0
49896,without question professor ford is troubled that being polite half the women in the world probably more have been groped at one time or an other and do not hold on to it for years this is obviously political ploy to deter scotus confirmation,1.0
52906,he is both evil and delusional he eats those high quality paint chips,1.0
12295,shut that wanker up,1.0
36699,fuck off,0.0
20235,she ll have total mental breakdown when he is re elected,1.0
90247,that is about the saddest existence have ever been privy to reading sucks to be you man,1.0
89795,so did angela hook up with younger guy so she has someone to wipe her butt when she is,1.0
86958,good this will surely show us how croocked he is,1.0
89600,exactly hat are true feckers detest them,1.0
67770,still waiting for mine fat,0.0
27161,sam was singing and they didnt tell her to stop singing and she thanked them unbelievable who the hell is she talking to it bad enough when she is talking to one of the houseguest but to keep talking to herself wonder what her family think about her going nuts,1.0
65915,think he could be called turncoat talking out of both sides of his fucking mouth lindsey graham can no longer be trusted,1.0
82618,oh boo you sound so ignorant with your words we are on top all of america is on top now how about stop resisting and try to help make our nation the best for everyone not just liberals wake up and walk away,1.0
90997,sucks,1.0
63005,fuckkk know seen bitch that slapper lmao,1.0
16105,lefty pope should also he is not worthy rep for true christian roman catholics he failed his flock,1.0
89453,and honestly it ridiculous you are grocery shopping there is no need to be like that,1.0
22946,little known fact balaam raced donkeys and gambled on races one day his fastest ass was winning the jerusalem sweepstakes and right before the finish the ass lost control running over samaritan and two africans local antifa saw the whole thing and blamed the fastest ass,1.0
75611,if she were true krishn bhakt she would not even care about presence or absence of such laws she would be above such issues typical chandigarh mentality of one up manship she is caged in call her anything but krishn bhakt like who cares about what she is doing,0.0
88594,it been up since sunday night he is sloth,1.0
40317,some things never change in clarence thomas by amp fight back against these lies,0.0
53551,bitch shut up he building his self esteem,1.0
24797,this hand signal is used by ignorant people as signal of white supremacy and by evil people who get lot of satisfaction in the idea of pissing off liberals we should ignore both because displays of ignorance and hatefulness don deserve our time and attention,0.0
46987,and probably and with their level of intelligence weez all stoopid all,1.0
97760,when are the republicans going to learn that democrats hate conservatives vote thursday,1.0
81704,isn that the amazon bitch from antifa,1.0
57305,lie about what certainly not about you throwing gun control amp accountability out the window once an illegal is involved and hollering are you seeing shit and hearing voices,1.0
87737,just one more proof that the dnc hates the cosnstitution this is exactly what pres washington warned us of in his farwell address the dnc hates the constitution because it stands in the way of their totalitarain agenda maybe that why they push both socialism and gun control,1.0
50771,he is beast,1.0
60966,you you have committed so many crimes no care what liar has to say you belong in prison,1.0
45019,hahahaha omg these people they thought they would have their way forever idiots,1.0
84724,fool on the hill,1.0
98631,why of course liberals reject truth and accept falsehoods that why they do not believe kanaugh and believe ellison,1.0
16691,the nose distracts from the news,1.0
56181,thank you ms desanctis comforted that not all conservatives are letting their ambition blind their conscience sexual assault harassment has been plague on society for centuries that should not make it conservative or traditionalist cause,1.0
96139,you are trippin stop jumping to conclusions,1.0
71104,this sicko thinks that others scheme and lie like he and lot of the liberals do remember rham emanuel famous quote you never let serious crisis go to waste,1.0
11020,battering rams used by liberals sex amp racism it is sinister amp desperate,1.0
49326,apparently this pos doesn know that viacom bought out bet it went from black ownership to white ownership,1.0
38533,has your network organization put out report on actress li bingbing some reports say she is missing other reports say the chinese government has abducted her what the heck is going on,0.0
32558,desperation abuse of my power cause he is losing his mind,1.0
43832,gonna be bitch to re write this one,1.0
86646,bet she had more prick than second hand pincushion,1.0
12223,ancient homies couldnt have cock cocks fighting because that was literally illegal in athens fjshdhjs,1.0
49452,she is fucking delusional,1.0
56645,is not it great how liberals ignore the pain of their victims because they are democrats it is really sick,1.0
92803,no we can be losing ab he is literally our whole offense,1.0
30471,noticed you broke away as soon as the senate started talking about the great growth rate and salary increases for employees your station is so crooked also negative on the conservatives and praise the liberals,1.0
93778,you are an absolute dick,1.0
65422,well then guess it totally fine to attack his character then my mistake mean what right does an american who was the victim of gun violence have to call for stricter gun control laws anyway,1.0
20413,liberals act out of emotion not understanding the law then they go around condemning every who does not agree with their completely fucked rational nobody believed women for years so let believe all women oh and screw the legal system men are pigs he guilty smh,1.0
24354,he and obama must be copying each other does any democrat have their own thought please,1.0
74402,it would not surprise me bit just like they falsely call conservatives fascists and justify physically attacking them trump nazi kill him it just matter of time before they suggest it,1.0
19061,lol they have no idea nazis were socialist their complete inability to grasp reality is so mind blowing antifa is no shit calling for civil war to defend slavery the confederacy considered lincoln fascist too hmmmm,1.0
86448,lol these are exciting times god he is the worst,1.0
92949,too bad life sucks ur going down along wi ur other criminal friends only red line crossed is the lies tell will never anything more than the belly of snake,1.0
20729,let focus on kavanaugh bringing up other cases to make an argument about hypocrisy is irrelevant it like saying let not investigate this bank robbery because liberals have robbed other banks try to focus,1.0
29695,she is the finest cheerleader of them all te amo stinky butt,1.0
14179,what is this shit right over here also showed to my polish friends and they are quite triggered,1.0
51118,oh and higher unemployment and witch hunts and lynch mobs and antifa communist parades you can have all that shit and let hollywood decide how you feel,1.0
59703,everything is an issue with muslims go live in another country like iran,1.0
73118,did not admit anything read my tweet again please english is my rd language but am rather good at it antifa are the nazis they can name them self the messiah they would still be thugs fighting against freedom and free speach btw free speach is not hate speach man up,1.0
26447,holder was held in contempt of congress why is not in prison for fast and furious how about for murder,1.0
66845,expose these demons violating our constitution with violence amp threats to run govt instead of winning at the polls name them domestic terrorists amp jail them all,1.0
29880,gun control fun statue of stupid child under desk are going to change peoples if that is the case they are stupid because for will not give up my firearms or free speech or my rights to no one or no government fuck you,1.0
85882,republicans platform take away healthcare harm the environment take away children take away women rights do not believe in rule of law voter suppression gerrymandering take away social security no limits to gun control explodes the budget,1.0
81239,then maybe we can talk about the double standards between liberals and conservatives at somebody is always victim,1.0
66048,for those who think nothing is happening,1.0
98294,rosenstein attorneys helped vet kavanaugh now sexual abuse charges which go back to his highschool days and can not be proven amp named witness denies,1.0
98740,has any ex obama administration personal not yet see pattern here folks their actually doing this publicly the msm is their partner in this treason it attempted coup etat,0.0
30337,fuck,1.0
67391,niggaz buying pussy bitches trying to buy love,1.0
48534,also prohibited possessor thanks to obama and his every soldier has ptsd crazy administration can not get life insurance either still support the nra and the work they do for gun rights hoping trump will fix the wrongs of labeling veterans as means to back door gun control,1.0
22086,does not suffer fools and has seen enough shit to last nine lives,1.0
86879,gop conservatives evangelicals traditionalists catholics are all hypocrites,1.0
80462,lmao you suck nfl,1.0
55281,well they ll cut out pages and replace it with saying everyone needs more chlorine mon are you chicken,1.0
93035,believe the woman what person would volunteer for the shit show she is about to experience if it weren true stand in solidarity with christine blasey ford,1.0
66585,all communist democrat socialists are bad humans,1.0
38143,hmmm they piss off the portion of the population that actually supported football and are shocked their numbers took nose dive shocking,1.0
31945,gets period you are the cause of my,1.0
66398,thus far the only people getting shot and kicked out of places are conservatives,1.0
35786,yeah ll not take my gun control policy advice from jean company beyond that trumps die hard are almost enough that the snowflakes they claim to dislike and themselves are hard to tell part,1.0
13641,yes because it is the right thing to do yes because conservatives are in power yes because democrats are miserable humans yes because we are sick and tired of the tantrums from the democrats yes because they freaking lost the election please add more reasons,1.0
92257,leader wab kinew on the are you proud of yourselves and you allow the ndp to come at you from the right you re all as insane as the,1.0
26317,hahahahahahahaha she may need to change her strategy acting like spoiled child throwing tantrum and showing the world what sore loser she is on national television is not great way to improve how anyone is viewed,1.0
70481,oh it ok because reversed the most important issue on mental health he got rid of the mental health conditions on gun control great job what guy he is liar proven over amp over again but you worship away that your right,1.0
61942,quick way to get yourself killed thanks antifa,1.0
27631,wapo what an idiot comment you are disgrace to journalism very sad,1.0
40674,that sucks,1.0
78494,both sides have promised wall since ever should anyone believe anything they say promised since,1.0
21564,to be fair positive most liberals are just blobs of cells,1.0
87824,she is such disgusting hypocrite,1.0
32310,as well this would allow you to still protest but not stop speaker or group really hitler did this in the early time of the nazi party group known as the ss would beat up politicians and people that did not agree with them sounds familiar smells like antifa,1.0
70213,fucking love this so so true and actually it in those types of jobs you will learn the most,0.0
90618,with mm no way maybe is time to ask sky what has gone wrong because from cnn have the book first than kp tweeted about the book liberals from trump for americans to mm for british do not known who is worst,1.0
94345,how does what saying relate to gun control if police departments will not prosecute their own family then it time to limit their access to all weapons police department reluctant to acknowledge their own wrong doings and correct them dont deserve access to weapons,1.0
90077,don ever stop lil ma cough eddandflow cough oh shit is that my snapchat how that slip out add me,0.0
77180,all you want is gun control while you let corporations rip us americans off you don stand up against cops assassinating unarmed black americans cops are enemies of americans that why their against because they want to kill blacks in america thanks,1.0
63408,bitch is complaining to corporate about me in our lobby lmaooo,1.0
99383,saw some shit today that made me want to her and politely ask her if could be her stylist because not here for these early bangle bracelets and unnecessary accessories like who responsible have few words,1.0
35359,yyyy fuck no bitch we decided we both was gone steepppp,1.0
32776,grasp at unproven straws,1.0
70434,funny human rights he is pro abortion that settles it he lies pacified deceives playboy,1.0
51128,is clearly racist and anti senior citizen how do you allow this conservatives will never take you seriously if you do not start being fair,1.0
19435,damn he fell victim to little thing called tos much like the ones on his own site,0.0
84894,if kavanaugh is confirmed there will be two sexual deviants sitting on the supreme court both conservatives and nominated by republicans democrats put women on the scotus and republicans put perverted men there for their lifetime,1.0
45521,liberals have no shame to them the outcome justifies the mean,1.0
87501,coming from guy who worries more about straws than cleaning up failed shitty policies now he knows best lol,1.0
71984,popular side doesn equal winning side facts are that private schools do much better job educating students than public schools public school teachers get unfair perks that they don deserve it unfair to private school teachers,1.0
99643,how fucking sad,1.0
63350,suppose you think the way liberals attacked sarah palin was courageous also you re just another hypocrite,1.0
97846,all great american patriots are the dregs of society in the warped and delusional perspective of joe blow biden he is disgrace to america,1.0
74245,what joke another dirty tricks democrat on the george soros payroll the democrat party knows no shame,1.0
16278,what the actual fuck ill report them this is so fucked up,1.0
16251,he should leak that shit anyways lol,1.0
64189,no other st world country has bullshit like this because they do not have bullshit problems like this fuck the gun industry and fuck the dipshits enabling them preventing sensible gun control,1.0
61788,yes you are right not only lefties but neo liberals having any trouble this papers have proper journalistic ethics it funny and magyar nemzet or pszabads had highest circulation it also funny only in the communistic past before,1.0
95262,great gun control takes concentration and steady hand way to go girl,1.0
80439,disgusting that tells you more than anything that we need law order and that conservatives kavanaugh,0.0
89043,you would never guess that this employee plays covet fashion game on her ipad in her free time she has strange phobia of dogs she is amazingly weird she can jump over her foot while it is in,1.0
13324,go back to canada you freak,1.0
25808,yep bc not agreeing with forcing adult memes and choices on individuals not developed enough to comprehend them means am homophobic,1.0
80698,he just doesn fit the team now agholor should stay in the slot because that where he is successful jmatt is not an outside threat,1.0
32103,nike lost billion after kaepernick was named face of just do it bullshit,1.0
52798,google go to hell,1.0
21629,chicago has been ran by democrats for decades why is it up to the gop to solve the problems they created to begin with act is absolutely code for gun control and that not happening nor would it help anyway you need detectives start hiring,0.0
32717,if only he were the craziest mf out there sadly he is not there are far worse examples of good christians,1.0
92319,he is not working for texas he is paid by the soros cartel not fond of cruz but beto is dangerous person just another dnc sheeple,1.0
59657,want to kiss your ass,1.0
83274,beto also wants open borders so illegals can come an go as they please an also more gun control espically on semiautomatic weapons,1.0
42234,there is absolutely no point in debating liberal your party has swung so far left and have nothing but hate all rationale has fleeted your side trump could create world peace and utopian society and liberals would still resist for no other reason than your hatred,1.0
36226,hope since he not smarter than th grader maybe she is,1.0
49622,agree with trump on this surprised to see so many liberals talk about how cute he was sneaking candy at war criminal funeral,1.0
