id,text,target
12108,you are not very smart are you why do you think gen flynn sentencing keeps being rescheduled,1
14726,that expected if you placate the violent leftists terrorists,1
74358,blow hard,0
82599,that means you are max lvl twitter user and maybe should try new game,0
40212,please explain what controlled opposition means as for bernier escaping he split with the rest of the conservatives because he even more racist and exclusionary than they want to be,0
78367,socialists politics that stand up for the downtrodden and well done for conflating criticism of israel with anti semitism you are also part of the problem,0
66596,nina one of the reasons did not read this book for so long was because was so worried about her character should ve trusted everyone nina is goddamn goddess would die for thousand times over she is big and bold and lovely and perfect her arc is perfect,0
70999,please vote no on kavanaugh he is not fit for scotus and allegations about women and shady financials should disqualify him matters,0
36026,ppl who say not racist are racist you are racist repeat after me,0
29439,kathy the patriot you have to love our great president trump spine of steel changing it on trade amp everything for americans amp amp,0
74477,wow you liberals really don have sense of humor,0
49845,so fucking ready,0
32305,holy moly if the catholic people have not been awakened by this,0
77243,lol yeah per dina he is there everyday per claudia no horse got vet care unless it was for donation example limping etc,0
73205,what surprise same as antifa blm and so on and so on soros is americas worst enemy in history he believes the only way to take down the usa is from withing and hes right but it not gunna happen,0
47311,me too her wedding was the best she is very pretty,0
48553,no conflict here don look at this involved in violent left agenda of antifa also,0
75689,any of your announcements every come to fruition or is it basically stealing labour ideas to get few more votes,0
84102,out of british people are basically full on racists out of voters vote for the conservatives coincidence,1
10607,advocates must stop falling all over themselves to assure electorate that they too love the horrific,0
43913,hi there we love what huge fan of camila mendes you are would it be alright if we used your tweet about her in our promotional material,0
98992,fuck off,1
92056,certainly weird view toward the margaret sanger geonicidal philosophy of aborting minorities like to know if the black population that suffers the most shares her opinion,0
33853,the prison system is so fucked why are they still getting away with what is potentially murder with intent if the prisoners die in the hurricane they did this in louisiana and like inmates went missing,1
75215,she is useless attempts to do the right thing but never follows through,1
96218,liberals your party is poison,0
57013,grateful trump doesn have dog in the white house he is cruel man,1
20883,you are lying stick with the facts we pay more than that now,0
74831,trump kicks dem butt its so fun,1
53264,he is dumb and dumber all in one president it two for one,1
28204,minister attempted to expense charity donation it what do,0
42024,ur so straight forword man saw in dance dewwane and ur just talk free ky ap kitnay porrany ho industry mein and really like ur this quality that even gather with ur senior artist love for,0
84664,and this from the clown that should be in prison,1
54842,did twitter silence alex jones in retaliation of him asking twitter jack questions,0
48995,thats because you are an old man,1
47153,they are obstructionists anti american pharisees ask them what they are running on and you get nothing maga,1
76826,no you re not you re here represent the alinskyite orwellian leftist tool amp fool view on things like of the marxists amp antifa similar psst and use the words fascist or fascism again go ahead amp read souza book the big lie right now know squat about either,0
27645,do remember but somehow centrist antifa haters can never quite seem to bring themselves to condemn such things,0
64429,mean it worked for gun control right,1
20943,think the last thing on the wh or trump mind is april ryan she needs to stop flattering herself she not as important as she thinks she is,0
78064,principled conservatives are,0
14122,do not forget amp democrat backed,0
72353,she is beautiful person to teach values to her kids teaching them they are royalty but keep to keep it from going to their heads stay real,0
39051,bring out his antifa criminal son to campaign for him,0
54546,didn watch and will not watch watching the september th stories and how we came together and stood shoulder to shoulder made me proud even with all of our issues yet the people playing damn game cannot stand for this moment protest on saturday,0
50759,tear is made of water and feelings,0
75992,trump addresses gun control representing the nra will not let you down he says,0
45068,she is drinking so much koolaid she bloated,1
17259,holder needs to be prosecuted,0
95225,but but both players were women and both were women of color,0
84667,the institution only let her tweet when she behaves she is window licker,1
14574,babysitting kids people how old do you think she is she has three kids me dont get mad don get mad they don know they don know,0
23784,well,0
93119,wtc this is threat,1
30115,it easily digestible content there no need for nuance or to even understand the story they can show picture of an antifa and get the base level emotional response their content requires in order to be profitable,0
69281,try looking for plain old democrats the liberals are the ones which you can have conversation with,0
15322,great news old moonbeam just went into coma,0
75089,omg he is so extra ily,0
21379,please call trump out for what he is narcissistic sociopath,1
43133,unfortunately in america system like that would be called racist liberals believe exams are racist against minority groups,0
52102,know she is still alive but wondering if her career was railroaded odd loved her especially that day,0
59537,guy you are always present bet why lol,0
44209,what baby,0
96664,you are very persuasive fam,0
12559,that nothing new she was going to vote no anyway we will vote no to liberals in november,0
61914,burt cool dude,0
32317,if you are all in for follow me and will follow back,0
94767,thank finally at the point where okay with using heat on it again so happy,0
64835,kind of like what trump does all the time huh,0
41353,because former antifa in the white house and they do not arrest her and citizen if they arrest someone explain to me,0
52252,fuck em,1
91001,good move he is the big loser,1
18495,let get to the bottom of this dm me your zipcode and ll check it out we have your back and we will make sure you are enjoying the best that tv has to offer asap nevinbruce,0
76680,for the record know doug jones personally and he is only sen bc we had no other credible choice he won be at the next election,0
88013,the president feelings are totally opposite of cnn feelings so what does that say about cnn they re all liberals,0
66349,it literally narrative that is on par with nazis punch antifa punch they are two sides of the same coin noooooooo one of these groups wants to exterminate or deport all poc and jews the other just wants to prevent them from doing that and this comparison benefits fash,1
80561,there are many dumb arguments for gun control but this may be the dumbest and most common,1
16052,she is idk what going on,0
49996,yall need to chill he is having really abysmal nd half rizzo had an abysmal st half its baseball it happens does he have things he still needs to work on yes has the power numbers dropped yes but he could bounce back at anytime,0
77086,dude you are old lmao ps go pack go,0
10972,that why trump supporters can not even wear hat without being abused if they meet the animals on the left attack them antifa is branch of the communist socialist nazis democrat party,0
69160,the laughs ve gotten from you are enough,0
28380,well,0
40252,first of all they don even have pizza at panera,0
39907,please do not kill me antifa on the other hand,1
16164,did you see shanahan say spoon was not healthy this game obviously no excuses if you re out there but maybe it not the all is doom sort of thing it seemed during the game maybe he is still pretty good,0
52824,good girl,0
77294,she is an ugly black hearted troll,1
13420,you are clearly not pokemon master have almost in rare candy alone over legacy moveset pokemon it just all depends on what you like to keep as collection pieces and what you value in the game,0
16940,dont believe the hype,1
83816,followed all new maga please follow back,0
99156,reported in except these are fan and one says on it getting worse now even as type doomed to lose but do not realises it soon,0
11255,liberals would still vote for him they ll claim his comments were taken out of context and that he is still man of integrity,0
28841,we have been saved from you maga,1
79060,you are bringing up honor and decency with that yoyo in the picture that rich,0
71682,good riddance,0
17577,she is goddess,0
27503,omg xd the worst or the best in my case is the best cuase it made me laught part was her asking is he dead does that hurts poor thing and the rest standin there like nope he is no suffering so he is dead yeah pretty dead,0
59998,you can probably imagine all the sjw snowflakes that do not feel safe working where there might be conservatives lurking in the shadows conservatives are now the ruskies of the st century,1
81119,see may in the same light as yourself even the last election was about her and not the conservatives split is coming to the tory partyvery soon,0
28812,this all get damn these haters deleting you ig for no reason,1
84131,do you think canadian liberals will actually blame trudeau if he costs them this or as per standard push it off on us,0
23179,you warned everyone about josh gordon the last months on daily basis sure you are as shocked as am of what transpired today,0
28601,why can not liberals read read it again,0
64776,sjshsj thats my job bitch,1
95712,do they discuss haiti,0
69972,what part of no collusion do not you get this is why you are dumocrat,1
37115,he is very skilled,0
80696,you are amazing,0
68163,fist pump was for the troops,0
96789,if the reason for farakans illegal values are because he is black or muslim that would be reason to detest him believe his illegal values are simply result of bad character like his supporters,1
68629,let the leftist democrats riot in the streets with their antifa counterparts,1
66109,thought canada had strict gun control help me understand what is happening,0
19419,they don want you following people because they don like conservatives sickening how biased twitter management is,0
32942,he is doing life tho,0
74285,it so very important between now and the midterms to get the word out that all the want people of color to believe is they support them which as you know is so false how can the word spread even more to those who need to know,0
77319,antifa is not giving death threats to professor ford or threatening violence if their candidate loses or spanky is impeached,1
30517,have you seen or listened to your antifa pals,0
69077,in case of antifa take little bat or something good for you more of should do that kind of thing,0
67758,your titles scare me little bit,0
35944,gt eradicating hiv and malaria in the middle of africa good bloody luck,0
48223,the only interaction of tory volunteers with fcp volunteers that witnessed today was the one demanding that our float be moved to the back of the parade,0
47168,and who seems to be getting things done,0
53947,added video to playlist combat mon frere vs ismael et maga assassin vs david le boxer yfc,0
49504,so has the law changed you just make an allegation now days and your guilty until proven innocent liberals are mentally ill,1
66291,straight up different thank joe biden for that one also wonder the outcome if her name had been antifa hill,0
31229,this game sucks donkey balls,1
75850,yo for real you are gorgeous,0
88546,absolutely should be nail in the coffin for hilliary,1
29241,hope he gets on twitter so can tell him how amazing he is,0
19842,who are they gun control has been tried and is proven failure this is why people don vote democrat they refuse to admit reality gun control doesn work,0
69232,so the overwhelming liberals in the populated states can make policy for the rest of america with whom they have no clue about just because california has the biggest population does not mean the shares in their values get clue hillary,0
36471,does not he partly fund antifa,0
32897,he is dumbass,1
62072,and wanting gun control how many of us wonder why the heck do they want our freedoms taken away or is it just selective freedoms,1
95444,at this point in time do not think pres trump gives sh and neither do lol,1
51172,conservatives get to the polls vote red,0
62481,donnie jr you and your family owe the country an apology for taking your criminal activities into our white house you are lining your pockets while your father is unfit and making mockery of our republic shame on you and your family justice will prevail,1
71895,harvard harris poll conducted this year found that percent of black americans said they would like to see between only one and legal immigrants brought to the year,0
78366,any doubt that have officially become the national socialist american workers party is gone with ppl like those on and acting as der sturmer and as their einsatzgruppen waffen ss detachment,0
39021,oh my carmen he is so fricking cute,1
68840,chelsea is as crazy as her mother,1
96837,it time the and sent lyin lynton back to australia,0
51815,the manifesto promised me my vote back so where is it you think brexit would have gone through if all the brits in the eu had been allowed to vote the referendum was gerrymandered,0
62023,the metoo movement must be an extension of antifa and is complete joke if this movement was not selective joe biden would be in court for fonding girls on camera,0
10253,you are awesome thank you you give humanity hope,0
21367,goober,0
33797,another uninformed,0
11160,forgot he is their foster child,0
32916,and the brainless wants us to believe that he does not have the majority liberals is just like their leaders the corrupts and both are real bad losers,1
47427,no fucking way he said this,0
87052,such supposedly smart people did not think for one moment that in the audience there are people who voted trump and are scared shitless hearing the top brass speak that way,0
29556,not surprised it takes sick woman to make this type of accusations the kind you can only find on the far left liberals are praying that the really weak members of the gop like collins and flake will pull back their support,0
18547,california gun control is direct result of white people scared of black panthers using their right to bear arms nra had no problem with that gun control,1
32688,or where oct brazil citizens overwhelming voted no on the government implementing strict gun control by factor of and the brazilian government still violates that referendum everyday as brazilians are murdered zero effective method of self defense,0
57850,if we claim to be without sin we deceive ourselves and the truth is not in us if we confess our sins he is faithful and just and will forgive us our sins and purify us from all unrighteousness john,0
82607,and yet millions of permit holding people carried legally concealed firearms that same day and didn hurt themselves or anyone else but yet they want to have stronger gun control idiots our wonderful media has to hype incidents that fits their agenda,1
82339,yes do hurt your selves gun control freaks,1
98077,you get more like this guy with every hysterical tweet,0
62815,he always shows dedication at what he does no wonder he is the best,0
34510,bullshit regulations are good because it keeps conservatives from striping our land into the abyss,1
53501,the owner of my culo,1
69928,now she scarred herself for life lol,1
31853,you fucking,1
13872,confirm the man the left wing activist is liar who story changes no hard evidence innocent until proven guilty,1
30791,reagan also signed the first gun control bill as governor of ca,0
80385,awe hogwash do we really need you to overstate the obvious,0
54292,years as judge extensive backgrounds not peep link to trump boom do conservatives only rape liberals,0
28985,assuming not going to get an answer brainless stooge ocasio cortez on policy plan this is not america future vote republican or surrender america to these morons,1
52375,this man seriously needs mental health treatment and should have his firearms confiscated until he is no longer danger to himself or others waiting for gun control advocates to add this to their list of school shootings who buys caliber handguns why,0
74004,leftists showing yet again how vile they can be,1
70838,he is drunk crazy man,1
64577,honored to be included with all these fine patriots thank you rena dean,0
44448,please shut up ontario is seeing what conservatives stand for is not helping you loose this province your never going anywhere not they you will any way your completely out of tune with canadian mr harper oops mean mr scheer common mistake you so much alike,0
53928,you are not alone was sexually assaulted by fellow law student in never reported it because did not think would be believed however something happened that made me realize was not his only victim then felt made colossal mistake,0
45337,but liberals do,0
85707,another terrorist attack not reported by msm,0
63292,dont know who you are so imma just,0
15991,all that money had not made smarter,1
25009,yes he is from gilmer it makes me laugh so much,0
90990,both my lifeline,0
65785,always thought ford was level headed guy guess not note to ford climate change is summer fall winter spring happens every year get over it,0
38837,yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdown,1
94182,unfortunately you re right keep it real she is the assault weapon,0
77653,she is real rocky oh my god,0
27238,thank you to everyone for making this possible you are amazing and so are the beautiful bears member of olivers army and appreciate everything you do to make lives better,0
12892,yeah we got everything sorted that needed to be sorted she is still only taking small sips of her wine unusual for emily but she guessed jj wouldn profile her,0
16885,by the way why don you move to haiti you liberals seem to make shit holes out of large cities so go somewhere where it already shit hole so you don have to do any work,1
46581,yes she is,0
41517,he tried this before and it went nowhere he pro gun control done,0
22717,he could have killed as many with hunting rifle with the time and vantage he had he had close to an hour before police entered his room his actual shooting was over min making this about gun control is just going to get more people killed we need to be smarter,0
88539,aha yes see that the individual sense of needing to belong to winning team because of the constant conditioning of self devaluation see strong sense of this on the side but on the left hillary antifa side as well regardless if they think they re winning or not,0
65786,oh no know why that just do not know what she is talking about because do not see tweet she is repling too lol,0
54437,and here we have another demonstration that gun free zones don work brought to you by liberal who more than likely supports stricter gun control,0
19514,should not pussy grabbing be the one wearing the gloves while handling food,1
57943,you have no plan for the environment even conservatives should be able to understand that you have to be able to live on the planet to make money there,0
66328,this is what happens when you tell white liberals that they do not get to congratulate themselves on how woke they are until they put their money where their mouth is that simple fact of life breaks their brains,0
34317,antifa does not beat facsists to try to get them to change their mind they know it lost cause to try to change fascist mind they do it to scare them into hiding to demoralize them and to stop the spread of their hateful ideology there is no forcing views on others,1
44837,soros is at the root of everything and anything anti american he has his money in hollywood all the way to islam and antifa to illegals,0
36289,he is cut from the same cloth as all other conservatives his misogyny and bigotry are always on display he is responsible for trump,1
80570,truly has got to be the most idiotic thing ve ever seen,1
43185,brigitte gabriel has experienced life that most would have nightmares from she is sounding the alarm for americans buy her book pay attention to what she is warning america about,0
86477,it does work if you want to control population australian gun control had no effect on homicides,1
67080,poor baby,0
96270,antifa democrats dixiecrats kkk,0
44015,liberals ruin everything,1
48060,and do not forget his telling primarily black liberal audience conservatives want to put them back in chains,0
31065,sad for both to be exploited and also to have reputation destroyed now ve read she part of antifa,0
11411,that what happens when you let liberal get hold of gun that would be good place to start gun control ban liberals from getting guns,1
10133,you look happy maga,1
22128,trump proposes racial profiling as tactic to start thinking about,0
36518,introducing my sweet sweet baby king he is always sooo nice and when try to sit on the sofa he never attacks me,0
59559,there all gone tho and inputed them from bottom to top with the first seconds of your tweet you good tmart,0
99618,exactly he is on record basically saying the president is above the law it should be noted that the is fine with this rudy has his own issues,0
53309,the new dem emperor with no clothes taxpayers funded unprecedented armed protection for gun control sen kamala harris via,0
29497,yet she is fat herself,1
84329,there was plenty of evidence that he was guilty of what hill accused him of but since conf hearings are not about guilty innocence got on the bench times are diff now why as journalist you do not call out white supremacy alt right but antifa and pick on,0
50315,you don understand who he is and is capablities despite the proof in the economy my hypothesis is that you have been lied to by liberals your entire life and are believing what you are told the liberal media made bill clinton look good and could do the same with trump,0
97959,oath must be subpoenaed to testify there is lifetime appointment at stake here please do it right this time amp do not allow orrin hatch who has already made up his mind she is lying be allowed to question her his kind of questions could invite lawsuit,0
66524,all are the best,0
97300,what joke she is gem alright she is racist phony right along with this racist phony that thinks she will follow me from her second account and block me because speak the truth could care less about follower like it big party care that they discriminate,1
12919,indeed he is,0
40855,because little concerned about the followers because they slowly become more and more sort of right wing sjw antifa thingie also excuse me for my horrible english it not my native languase and did not had much schooling in it so sorry if it sucks,0
84100,yep antifa are literally hitler,0
21270,wow you are so hot,0
41818,she is the most deserving woman to be happy,0
12435,ve noticed lot of conservatives are thoroughly disingenuous when engaging in twitter,0
14808,may be you have forgotten that at the moment we are eu citizens and so all rights afforded to us are the same as for other eu citizens don believe all the shit that goes on in your head,1
82579,that just modelling plenty of women make shit tons of money just for looking good,0
84523,just watching horizon show about scientists that discovered dna mix between humans and neanderthals would have thought trump getting elected would have been proof enough,0
61917,hope there is way to watch it on tv ted spanking liberals is always enjoyable,0
33322,just looked up his work history he is listed on the board of leading age services aust lasa and comes from medicare local alliance what ever the hell that is,1
79251,he should look in mirror,0
42540,sure he is,0
13881,send him this party where they promised they will help families maybe that will remind him his duties,0
70402,families being separated at the border in fact the picture of children in cages that liberals were using to show how evil trump is was actually taken while obama was president,0
83462,but antifa is her people,0
87206,we had peoples vote on june the people rejected the craven worship which you stand for by majority of over you re contemptuously defying the will of the people amp ge manifesto amp supporting soros in undermining democracy instead,0
87300,cause who bitches be playing with god aint give me the gift for nothing,1
54125,she is free as bird to return to her muslim homeland,0
75848,mom speaks into her phone to compose text for my brother she is angry so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling,0
14948,melting snow flakes,0
66798,who the victim that remains to be seen liberals have turned kavanaughs hearings into circus from the first minute it started,0
80497,coming from the man that threatened to try and kick turmps ass now do not that take set of ball,1
38561,you re shocked to hear that liberals want to centralize power at the federal level,0
55203,he is best of the best,0
31776,liberals can win without lying,0
60916,fast and furious holder lol,0
97277,getting scared ugly man,1
63113,is one of the only shows that are progressive that can stand to watch he dislikes the right and left evenly and you know who he is right from the start if you ve never seen his show check it out on youtube insightful,0
59721,he is not supreme court worthy,0
53839,god hope not,0
15616,yes he is,0
95200,bitch,1
77769,amp terroism amp starvation amp flint amp poverty amp climate change amp global warming amp sex trafficking amp bullying amp body shaming amp police brutality amp feminism amp gun control amp marches amp protests,1
65790,can not prove causation either but while the conservatives in cda surely love the idea of bashing pm can not help but think they re also egging the former to continue the bashing to boost their fortune vainly,0
48548,republican men in picture and what are men of that age are law makers too old no sorry young republicans are like young conservatives they are all born at years of age,0
83751,liberals can meme they have no sense of humor or knowledge of meme ing philosophy,0
62541,any she is stunning,0
62107,yea your the bitch on the right getting smacked,1
18474,why the focus on the proud boys know you re not real journalist kelly but why not focus on the ones doing all of the violence if you want story focus on why journalists leftist activists are constantly ignoring antifa attacks on people,0
33096,hahaha big thighs is not going to make it,1
22879,it called educating liberals,0
81470,had this to say about bill clinton during whitewater it imperative to make his pattern of revolting behavior clear piece by painful piece indeed,1
20322,people are very low iq gdp growth means literally nothing in no way does this translate to higher income for white familes or individuals all that billions goes to companies or government and what jobs did he create labour which pays less than living wage lmao,1
26694,if you wonna get paid pick up the energy people scream and shout like you re at the hearing,0
60130,bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious,1
54559,bitch built like that could beat my ass all she wants,1
34961,trash,0
14285,very pathetic man,1
25012,she is new psychology thinker who think about religion and so aggressive on her thought before deeply think on hinduism,0
19121,shouldve played saint marie instead of london docks saint was ass for me,0
61272,thank goodness he is not mn passive aggressive love it,0
25360,we can empty all our prisons also and just say they broke no laws liberal logic,0
56949,she is an angel much love to her,0
34893,for what why are you asking for his arrest liberals being butthurt for months is not an impeachable offense,0
90958,the tolerant left,0
42133,you must be talking about hateful conservatives,1
18834,thats correct,1
12741,show me single case where antifa have actually murdered someone because the far right murdered someone at charlottesville hypocrisy works both ways,0
42528,if bobby is fit thats exactly what would say but not sure if he is or not,0
29300,the only white people that thank jesus are republicans amp ex crackheads so say america hating liberals about christians many ex dems thank jesus too amp many former emmys watchers we thank jesus daily for our country our amp the ability to turn you off,0
14850,does skip realize that by saying you should become professional tweeter that he is kind of shitting on sports casters how many td receptions skip have this year,0
38043,this leftist is what is wrong in liberal colleges more ppl and students will come out and will unmask this corrupt woman who is determined to destroy good judge because she wants only liberals in the courts,1
40340,she is just feeling his touch first time,0
76709,this is great mark the great one levin and candace the great owens together this team is unbeatable they just sent liberals into frenzy again whole block of liberal voters just had their heads explode and sadly alyssa milano just wet her pants again great team,1
22728,tdavis touring the application of and techniques to speed of,1
14037,you are grossly misinterpreting who is against this people across all parties condemn this action look no further than bill davis and brian mulroney to see that even conservatives think this is horrible decision,0
11640,was not proposing scare tactics really meant what said trump can easily pull the good maga republicans and can easily steal enough votes from gop dem and independents and will bring fresh breath to our rotten politics think about it,1
47009,only liberal would support liberal that spent million to get liberals elected to office,1
90912,notice how everyone avoids this tweet they might think you are referring to them but not me comrade stalk everyone,0
97936,it so weirdly vicious and bitter to extrapolate from everyone should have access to decent healthcare to liberals think all criminals should be free it reveals pretty brutalist and impenetrable mind,1
12531,what the fuck game are you watching,1
61448,he is all grown up,0
23853,amp under threat from,0
58454,why did not kavanaugh need terms guilty people those are the ones that need terms let me clue you in they re worried that she is going to make terrible impression and will not be believable they re trying to manage that concern,0
63262,don perpetuate colonialism if you are going to talk about you must have puerto ricans in the panel jeezuz fucking christ how difficult can that be sporaenresistencia,0
13136,an anonymous message to,0
74670,antifa has no place in society,0
45111,has two votes in our home west texas is stoked about him he is inspiring he can do this,0
72024,why why are liberals so trashy,1
11405,grape,0
90605,hello somebody need hyukjae now she is in danger by watching your fancams,0
28728,he never did show much intelligence,0
98547,yes saw this and will say tapper kept basket her and she kept coming back with stupid answers and he finally gave up don think he is big fan of her policies he not that stupid please,1
98382,if you go by anything other than he or she you are fucked in the head,1
80430,are you sure she was just thinking about herself,0
68007,it guy guy looks like sheila crocodile dundee,0
88809,here the problem if you go back to fast and furious you have proof that the atf was looking to influence gun control in the us it may be preposterous that the government would fake sandy hook is not facilitating drug war somewhat similar,0
71577,all you need to know is he is empty inside,1
15863,oh dear so sorry you are having migraine have them as well sending up prayers for you,0
11918,my sister by far she is the kindest sweetest person alive use to be my grandma but she passed in may that woman was saint even had song written about her my mom saint written by her children of course,0
17391,the liberals are mentally unstable,1
34443,who authorized search warrant of mr jean home racist what about her drug test this is premediated murder he will not be slandered he is the victim,1
87904,what would this line putz know about what conservatives think,0
19732,dude why trolling ash rock he is our guy just in hurry to see bjp govt in state,0
52972,she said before that she will always be praying for him even tho she can do anything sure she is heart broken as well at the events,0
20800,which one is it is there an active threat that you could be shot that is driving the need for gun control or is the idea that the threat exists hypothetical so have an excuse to carry big scary gun,0
39866,get life,0
18348,containers of hurricane donations found rotting in puerto rico parking lot,0
61093,followed all look forward to you following back thank you amp have wonderful day,0
75384,the suicide rate in america is similar to other countries that have strict gun control they use other the jumping from cliffs and bridges is common method,0
68664,are you joining antifa,0
90705,apparently durbin has amnesia,0
83290,canada has regulated firearms since the last quarter of the th century those laws have probably contributed to canada having only as many handguns in circulation as in the us,0
22185,have heard he is making waves,1
13257,it anita hill versus clarence thomas all over again hope this confirmation process has the same end result,0
90575,boi if you do not,0
37630,rd time in my teacher career that ve had parent tell me that he she is praying for me always consider that win,0
51377,you are most welcome,0
51635,funny watching these liberals all of sudden do on being transparent warner had no problems with leaks now when the truth is out he has issues its over some people are in big trouble warner is likely one of them,0
14407,brown like you,0
87366,you ladies always make me smile if you know what mean,0
77089,fuck liberals forever,1
27974,did you have to scalp custer,0
79972,once again it been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the criminal do not care about gun laws,1
38981,nothing abusive should ever be done to anyone including the women and people of this country she is putting under horrible stress worrying about what she is going to do this should have been an easy no from her if she is who she says she is and agree with you gabby,0
30085,mxm nigger thinks we give fuck,1
95773,she is fake vote her out now she wants sympathy,1
94397,ask antifa which one they like amp respect,0
51053,kids from different women from this american jobless men nigerian men you are the bomb,1
21635,by banning ammunition guns are still legal why not instate gun control to keep watch on all firearms,0
80767,dont have anything to do with trump or any conservatives refuse to trade with them in business,0
63772,got him signing my book he is cute,0
14131,this russian agent is disgrace hey old creep you are going to die in prison you and trump sold america to the russians and it time you do the time for your years of crimes scumbag,1
62738,wow more salinsky tactics,0
33709,what insanely ridiculous bullshit,1
98754,nhs is only the way it is because we have over populated country conservatives have privertised were nhs buys from,0
53995,we shouldn be surprised these same pigs worked with neonazis to unmask antifa protestors and the local coverage by shit journos like didn cover that at all we had to rely on for investigative coverage,1
52965,gun control anyone,0
19654,not for gun control practice reading comprehension first,0
46633,am beginning to believe that all liberals are sociopaths none of the people here believe in rule of law you have to have evidence of crime to go any further,0
82171,because of americans are too lazy to vote non voters skew liberal and too many liberals who do vote throw their vote away on rd party losers next question,1
54467,can not wait to see his maga tat across his chest with picture of mueller,0
50936,sure he does not call his gated community private security firm bull connors though it funny now liberals love privatization of police,1
97580,wonder how many children he molested,1
18747,you are amazing admire you so much for always being able to raise above the ugliness amp hatred you show us what grace is,0
54991,oh you are in england your views on gun control stopped mattering in,1
55051,this is the antifa party amp all of sudden they expect us to believe they care about anyone besides themselves nope,1
59090,antifa caught off guard after getting confronted by the last person they via,0
23159,ouch,1
58548,wonder if he apologized to diamond and silk for calling them minstrel show he should have been fired but there he is making faces,1
41277,which is why it awesome that kavanaugh didn shake that gun control dads hand sorry for kid was killed by gun but it not the future judges fault it happened omg white people in cities are silly,1
51592,john podesta is spirit cooking pedo here photo of him and valerie jarrett in rather compromising situation,1
38752,somebody terrified what will happen when the public knows the about what you ve been doing,0
56068,love the way this pisses off liberals,1
29892,was bet you are still into sloane she is pretty awesome,0
88585,my auto correct gggrrr she is crazy witch,1
14234,when turned the speech on it sounded to me like liberals becoming another nasty party with his personal attacks on various individuals,1
25552,crap and or like or and used as weapon missed anything maybe,0
56476,who she thinks she is to talk to referee like that and expect everyone to support her or treat her specially,0
97329,another negative democrat who refuses to disappear,1
85409,as my elected mp could you please explain why is still promoting ideas that the eu have already rejected we ve months to go and nothing appears to be moving onward are like the blind leading the blind,1
83153,getting out of the paris climate agreement is what voters wanted obama committed us to towards that agreement we keep paying for the third world countries and we are going broke it does not help when places like cal have illegals either,0
70465,he gonna tip him two new assholes,0
14118,so she can be effected by the radiation but killed hope he mentions lady gaga witch since she is the only known immortal witch and supreme,1
79969,he mike what country are you living in my country is constitutional republic not democracy,0
63792,election season trump my dick is the most magnificent dick just tremendous leftists prove it you russian puppet trump whips dick out in fit of senility conservatives vote trump to victory,1
71927,the problem of the one and the many in gun control,0
82293,interesting when demoncraps are not even inventive enough to create their own cartoons this is originally put out by republicans liberals are the koolaide drinkers and always have been liberals are also the scum of the earth and prove it daily through their lies,1
48263,can you believe we just had president with fake id,0
80449,old article but its going to be relevant very soon,0
61995,he needs to go just as joe did,0
32122,all of them,0
65470,do not think you have clue what leadership and liberals have the temperament of year old children being told no you have the intellectual brilliance of goat please stop tweeting tds is making look quite the fool,0
