,text,target
111,"@USER it's literally a narrative that is on par with Nazis punch, antifa punch, they are two sides of the same coin."" noooOOoOo one of these groups wants to exterminate or deport all PoC and Jews, the other just wants to prevent them from doing that, and this comparison benefits fash""",0.0
112,@USER @USER There are many dumb arguments for gun control but this may be the dumbest and most common.,1.0
120,@USER @USER @USER please don't kill me. antifa on the other hand...,1.0
123,@USER @USER She is an ugly black hearted troll URL,1.0
125,@USER Dont believe the hype.,0.0
129,@USER @USER We have been saved from you! MAGA!,1.0
134,"@USER You can probably imagine all the SJW snowflakes that don't feel safe"" working where there might be conservatives lurking in the shadows.  Conservatives are now the Ruskies of the 21st century.""",1.0
136,@USER This all I get 😢 damn these haters deleting you IG for no reason... URL,1.0
140,@USER SJSHSJ THATS MY JOB BITCH,1.0
142,@USER @USER @USER What part of NO COLLUSION don't you get??? This is why you are a dumocrat,1.0
146,"@USER if the reason for Farakans illegal values are because he is black or Muslim, that would be a reason to detest him. I believe his illegal values are simply a result of bad character, like his supporters!""",1.0
147,@USER Let the leftist democrats riot in the streets with their antifa counterparts.,1.0
152,@USER @USER ANTIFA is not giving death threats to professor Ford or threatening violence if their candidate loses or Spanky is impeached.,1.0
160,@USER So has the Law changed...you just make an allegation now days and your guilty until proven innocent. Liberals are mentally ill!,1.0
162,@USER This game sucks donkey balls,1.0
164,@USER Absolutely should be a nail in the coffin.... for Hilliary,1.0
169,@USER He is a DUMBASS !!!!!,1.0
170,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ...and #LeviStrauss wanting gun control How many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms? URL,1.0
171,@USER At this point in time... I don't think Pres. Trump gives a sh*t... and neither do I! LOL URL,1.0
173,@USER donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail,1.0
176,@USER Oh my Carmen. He is SO FRICKING CUTE,1.0
177,@USER Chelsea is as crazy as her mother,1.0
185,"@USER And the brainless #DEMS wants us to believe that he doesn't have the majority. Liberals is just like their leaders"" the corrupts #Obama and #CrookedHillary both are real bad losers #MAGA #TRUMP""",1.0
189,@USER @USER California gun control is direct result of white people scared of Black Panthers using their right to bear arms. NRA had no problem with that gun control!,1.0
192,@USER @USER And yet millions of permit holding people carried legally concealed firearms that same day and didn’t hurt themselves or anyone else.   But yet they want to have stronger gun control.   Idiots!  🤨  Our wonderful media has to hype incidents that fits their agenda.,1.0
193,@USER Yes do hurt your selves gun control freaks.,1.0
196,@USER @USER @USER Bullshit! Regulations are good because it keeps conservatives from striping our land into the Abyss,1.0
197,@USER the owner of my culo,1.0
198,Now she scarred herself for life lol #MAGA URL,1.0
199,@USER you fucking -,1.0
200,Confirm the MAN! THE LEFT WING ACTIVIST IS A LIAR WHO'S STORY CHANGES! NO HARD EVIDENCE! #ChristineBlaseyFord Innocent until proven guilty! #ConfirmKavanaugh  #MAGA  @USER  #WeakRinos #Republicans,1.0
204,I'm Assuming I'm Not Going to Get an Answer': Brainless  #Liberal Stooge Ocasio-Cortez  .@USER on $40T Policy Plan URL #WakeUpAmerica  THIS is NOT America's future VOTE Republican  or surrender America to these #DEM morons @USER #MAGA,1.0
206,@USER @USER Leftists showing yet again how vile they can be,1.0
207,@USER He is a drunk crazy man.,1.0
214,@USER All that money hadn't made u smarter.,1.0
218,@USER Yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdown😉,0.0
223,@USER By the way why don’t you move to Haiti ? You liberals seem to make shit holes out of large cities. So go somewhere where it’s already a shit hole so you don’t have to do any work !,1.0
230,Shouldn't pussy grabbing @USER be the one wearing the gloves while handling food? #MAGA URL,1.0
233,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Antifa doesn't beat facsists to try to get them to change their mind - they know it's a lost cause to try to change a fascist's mind. They do it to scare them into hiding, to demoralize them, and to stop the spread of their hateful ideology. There is no forcing views on others"".""",1.0
235,#FireMorningJoe he is cut from the same cloth as all other conservatives. His misogyny and bigotry are always on display. He is responsible for Trump. URL,1.0
236,@USER @USER Truly has got to be the most idiotic thing I've ever seen.,0.0
238,@USER @USER @USER @USER @USER @USER @USER @USER @USER It does work. If you want to control a population.  Australian gun control had no effect on homicides.,1.0
241,@USER @USER Liberals ruin everything!,1.0
244,@USER That's what happens when you let a liberal get a hold of a gun.  That would be a good place to start gun control.  Ban liberals from getting guns.,1.0
245,@USER @USER You look happy .MAGA,1.0
251,@USER Yet she is fat herself.,1.0
256,@USER @USER @USER What a joke! She is a Gem alright!! She is a Racist phony! Right along with this Racist Phony. That thinks she will follow me from her second account. And block me. Because I speak the truth. I could care less about follower's. Like it's a big party. I care that they discriminate URL,1.0
263,@USER @USER @USER May be you have forgotten that at the moment we are EU citizens and so all rights afforded to us are the same as for other EU citizens. Don’t believe all the shit that goes on in your head.,1.0
267,@USER @USER Just looked up his work History he is listed on the Board of Leading Age Services Aust (LASA) and comes from Medicare Local Alliance...what ever the hell that is,0.0
274,@USER Cause who bitches be playing with 😭😭😭😭 god aint give me the gift for nothing,1.0
279,@USER Coming from the man that threatened to try and kick Turmps ass now don't that take a set of ball's,1.0
284,@USER Getting scared ugly man?,1.0
289,@USER @USER @USER @USER @USER Bitch.. URL,0.0
290,&amp; terroism &amp; starvation &amp; Flint &amp; poverty &amp; climate change &amp; global warming &amp; sex trafficking &amp; bullying &amp; body shaming &amp; police brutality &amp; feminism &amp; gun control &amp; marches &amp; protests,1.0
295,@USER yea your the bitch on the right getting smacked URL,0.0
297,@USER Hahaha BIG thighs is not going to make it,1.0
299,"#maga #christineford #trump2020 #tcot #ccot #AmericaFirst #Patriots @USER  #BrettKavanaugh had this to say about Bill Clinton during Whitewater:   It's imperative to make his pattern of revolting behavior clear -- piece by painful piece.""   Indeed. URL",1.0
300,"#MAGA people are very low IQ. GDP Growth"" means LITERALLY NOTHING. In no way does this translate to higher income for white familes or individuals. All that billions goes to companies or government.   And what jobs did he create? Labour which pays less than living wage lmao? URL",1.0
302,@USER Bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious,1.0
303,A bitch built like that could beat my ass all she wants URL,1.0
305,@USER @USER Very pathetic man !,1.0
313,@USER @USER @USER @USER @USER @USER You must be talking about hateful conservatives.,1.0
314,@USER @USER Thats correct!!! #MAGA,1.0
319,@USER @USER @USER This leftist is what is wrong in liberal colleges. More ppl and students will come out and will unmask this corrupt woman who is determined to destroy a good judge because she wants only liberals in the courts. @USER  @USER  @USER,1.0
321,"@USER @USER @USER @USER This is great! Mark The Great One"" Levin and Candace ""The Great"" Owens together! This team is unbeatable! They just sent liberals into a frenzy again! A whole block of liberal voters just had their heads explode! And...sadly, Alyssa Milano just wet her pants again! Great team!""",1.0
322,@USER #StrataData #AI #data #hairball: @USER TDavis touring the application of #Cognitive and #machinelearning techniques to speed #Governance of #data URL,1.0
324,@USER @USER @USER @USER I wasn't proposing scare tactics. I really meant what I said. Trump can easily pull the good maga Republicans and can easily steal enough votes from GOP Dem and independents and will bring fresh breath to our rotten politics. Think about it.,1.0
325,@USER @USER @USER @USER Only a liberal would support a liberal that spent a MILLION to get liberals elected to office. #LibFAIL! URL,1.0
327,@USER It’s so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘Liberals think all criminals should be free.’  It reveals a pretty brutalist and impenetrable mind.,1.0
328,@USER What the fuck game are you watching?,0.0
336,@USER Why? Why are liberals so trashy?,1.0
340,@USER Yes I saw this and I will say tapper kept basket her and she kept coming back with stupid answers And he finally gave up I don’t think he is a big fan of her policies he’s not that stupid please,1.0
341,@USER If you go by anything other than he or she you are fucked in the head.,1.0
345,@USER All you need to know is he is empty inside,1.0
348,@USER The Liberals are mentally unstable!!,1.0
349,@USER @USER Who authorized a search warrant of mr Jean home?  Racist what about her drug test. This is premediated murder. He will not be slandered. He is the victim.,1.0
361,@USER @USER @USER i have heard he is making waves,1.0
369,#ThursdayThoughts- FUCK liberals. Forever.,1.0
371,@USER Once again it's been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the #2A. Criminal *don't* care about gun laws.,1.0
373,@USER @USER Mxm nigger thinks we give a fuck URL,1.0
374,@USER @USER She is a fake. Vote her out. Now she wants sympathy.,1.0
376,10kids from different women from this American jobless men? Nigerian men you are the bomb!!!,1.0
380,@USER This Russian agent is a DISGRACE. Hey old creep @USER you are going to die in prison. You and Trump sold America to the Russians and it’s time you do the time for your years of crimes. Scumbag.,1.0
382,@USER What insanely ridiculous bullshit.,0.0
384,@USER We shouldn’t be surprised. These same pigs worked with neonazis to unmask antifa protestors. And the local coverage by shit journos like @USER didn’t cover that AT ALL. We had to rely on @USER for investigative coverage URL,1.0
388,@USER @USER Because 45% of Americans are too lazy to vote.  Non-voters skew liberal. And too many liberals who do vote throw their vote away on 3rd party losers. Next question?,1.0
390,"@USER @USER I'm sure he doesn't call his gated community's private security firm Bull Connors"" though. It's funny: Now liberals LOVE privatization of police!""",1.0
391,@USER @USER Wonder how many children he molested,1.0
393,@USER @USER Oh you are in England?  Your views on gun control stopped mattering in 1776.,1.0
394,@USER @USER @USER @USER @USER @USER This is the ANTIFA party &amp; all of a sudden they expect us to believe they care about anyone besides themselves. Nope.,1.0
396,@USER Ouch!,0.0
397,@USER @USER Wonder if he apologized to Diamond and Silk for calling them a “minstrel show?”  He should have been fired but there he is making faces.,1.0
398,@USER Which is why it’s awesome that Kavanaugh didn’t shake that gun control dads hand.  Sorry for kid was killed by a gun but it’s not the future judges fault it happened...... omg white people in cities are silly,1.0
399,@USER John Podesta is a spirit cooking pedo. Here's a photo of him and Valerie Jarrett in a rather compromising situation.  #MAGA #qanon #DrainTheDeepState #DrainTheSwamp URL,1.0
401,@USER I love the way this pisses off liberals. URL,1.0
403,@USER @USER @USER My auto correct Gggrrr she is a *crazy witch*,1.0
404,"@USER @USER When I turned the speech on it sounded to me like Liberals becoming another nasty party"" with his personal attacks on various individuals.""",1.0
407,@USER Another negative Democrat who refuses to disappear!,1.0
408,.@USER As my elected MP could you please explain why @USER is still promoting ideas that the EU have already rejected? We've 6 months to go and nothing appears to be moving onward. @USER are like the blind leading the blind #brexitshambles #BrexitMeansBrexit URL,1.0
411,@USER So she can’t be effected by the radiation but killed. I hope he mentions Lady Gaga witch. Since she is the only known immortal witch and supreme,1.0
413,(2020 election season)  Trump: my dick is the most magnificent dick. Just tremendous.   Leftists: prove it you Russian puppet!  Trump: *whips dick out in fit of senility*  Conservatives: *vote Trump to victory*,1.0
415,@USER @USER @USER @USER Interesting when Demoncraps aren't even inventive enough to create their own cartoons.  This is originally put out by Republicans - liberals are the Koolaide drinkers and always have been. Liberals are also the scum of the earth and prove it daily through their lies,1.0
423,@USER ajsjjsjdkkdjdk i want him so much he’d literally tell me to die and i’d obey him,1.0
426,@USER @USER @USER @USER He’s dead. So you are a necrophiliac as well? Good to know...you must suck at chess never mind 3 dimensional chess...you can’t even think one move ahead let alone many...Change your twitter handle to DumbAF not even ish🙄🙄🙄,1.0
428,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER They get testy and decide you're a paid shill"" a lot, if you end up hanging around QAnon you'll get used to it.""",1.0
431,@USER @USER @USER Trump is a very sick man. He is toxic and mean spirited.,1.0
432,#VA10 voters know @USER is the right side of the gun issue. Gun control or gun rights? The answer may help determine whether NRA-financed Rep. Comstock wins reelection URL,1.0
433,@USER #oshaeterry #ThugLife #Criminal Behaved as an Ordinary Disposable Criminal. #MAGA #MAGA2020 #MAGARallyRules #TexasPolice,1.0
435,@USER @USER She is full of bunk.,1.0
437,@USER Hell did they boycott McEnroe.....this is too much!!,1.0
439,ANTI-ANTIFA IS BALLS,0.0
441,@USER IM GOING HARDCORE BITCH,1.0
445,@USER I used to do signifing monkey by heart. Played it for the wife and she is like what the hell?,1.0
448,@USER I think she is the one mad.  She didnt like being called out so she is trying to make them bully me. 😆,1.0
450,@USER @USER @USER so she is disgusting to you because she is a Rangers fan! you are disgusting to me because you support breaking up the union!  #proudtobeBritish 🇬🇧,1.0
452,@USER They should. Hopefully voters will realise that they could have ended this shitshow well before the midterms.,1.0
461,@USER 2018 charts she is. Overall fuck no. Cardi got ways to go to catch niki,0.0
462,@USER @USER @USER i think i missed a few replies here (im on a conference call) but most of the anti jihadi muslim vets i know would disagree with gun control. so this seems odd...?,1.0
463,@USER Look at all these racist white liberals freaking out because I said Tom Arnold has white privileged.,1.0
464,@USER Hubby rushed me *shakes fist* will flick a pic thru this evening when I feed em again. By the way he is still the boss,1.0
466,@USER @USER OMG !!!! Really !!! #FrankOz ... Liberals ruins Everything ... #DefundPBS..,1.0
469,@USER @USER Wow!!! Never thought I'd see the left actually admitting they want to shut down free speech unless it's their own. At least they are admitting they are the  facist. After all they did create the 2 most facist groups...ANTIFA and KKK.,1.0
470,@USER Rip lmao who knows 😂 that's why I'm trying so hard not to expose my shits since they can't never relate anyway,1.0
471,@USER Bullshit!!!,0.0
474,@USER I feel pretty fucked then cuz I started out fine,0.0
478,@USER Awful,1.0
479,@USER I don't know anything about the kkk although I believe the democrats fund them like they always did.  I think the Dems main terror group these days is antifa.,1.0
482,@USER @USER @USER She is absolutely useless. Everyone knows it except for her and the media.,1.0
484,@USER Does anyone care what that dirtbag says???,1.0
485,@USER @USER NOT A SNOWBALLS CHANCE IN HELL DIMWIT DEM. Start taking losing like a man.....err...like a....uhm? Whatever you identify as today. WE WILL #MAGA NOT TIRED OF #WINNING SEE YOU IN NOVEMBER FOR THE #REDWAVERISING2018 YOU CAN'T STOP #ScotusKavenaugh,1.0
490,@USER Hopefully your obesity catches up with you by then,1.0
495,@USER @USER My Stoned Wheat Crackers! Where the hell did they put the Stoned Wheat Crackers?,0.0
497,#fordnation #onpoli #Conservatives #Conservative #onpc  Just because you can doesn't mean you should. Great power comes with great responsibility. By invoking art. 33 and overriding our judicial processes you're overriding our democracy.  URL,0.0
500,@USER       Thank you for your fortitude and perseverance. Please give McConnell a kick in the butt from some of us conservatives.,1.0
505,@USER YESSSSSHHHHH who else call you shitgull if it were not me or ryme 😚,1.0
509,@USER She’s one of those ‘kooky’ liberals.,1.0
510,@USER Like if you didn’t get fired from ESPN,1.0
513,@USER those students not traumatised by having live shooter drills or distracted by fear of being killed at school are already doing their best. Send YOUR kid to one of those schools and we might get some action on gun control. Hypocrite.,1.0
514,@USER @USER Poor sad liberals. No hope for them.,1.0
515,I got more common sense than all of my followers  :),1.0
516,@USER CBS sez CEO Leslie Moonves' out on his ass after several allegations he was chasing ass... COO Joseph Iannello will be interim CEO until somebody accuses him of the same thing... This 'shit' never ends... Ooops...,1.0
520,@USER Even if the devil did make every single one of those priests rape children... Why does the pope refuse to condemn it? Why didn't he remove from leadership the rapist brought to him?,1.0
522,@USER I didn’t tweet this lol I needa get my Twitter off this shit,1.0
528,@USER She is.  Ur screwed.  Trump owns scotus and he will exact a wrath upon enemies after the midterms,1.0
531,@USER Then HAUL YOUR FAT ASS IN HARMS WAY YOU DRUGGIE!!!,1.0
545,@USER @USER Anyone can say or write anything about themselves. Suppose tomorrow she says that she is a prophet and human race needs to follow her.  What does that tell about her ?  Once I see someone as useless moron I stop giving them any attention. You do the same brother. She is nobody.,1.0
550,"@USER its so cool that the blind idiot god"" concept is already a real thing from a religion thousands of years old but peopl ehave to make it a fucking cthulhu reference for retard cred""",0.0
553,@USER @USER He is delirious!,1.0
556,@USER Rezz is a dumb bitch who will get a rude awakening from BNF in Mexico lol URL,1.0
557,Alert: Candace Owens Was Just Attacked By Antifa URL,1.0
561,@USER Another dumbass Democrat. One thing you have to say about this president is he’s not lazy. Another bullshit story as usual,1.0
565,@USER @USER when robyn posts a selfie the world stops for a moment to appreciate it,1.0
566,@USER @USER @USER The Democrats are so desperate all those ppl threatening Sen Collins are from CA. They will do anything to delay or halt confirmation and @USER re-election is on the line she is desperate. The ppl &amp; GOP are quite aware of what is going on.,1.0
569,@USER So it moves forward. Damn the facts as long as you keep up the narrative! The Dangerous line is the sliding scale line that you bunch of liberal idiots use to vilify Conservatives or justify the actions of liberals,1.0
572,@USER Poor Baby.  This is why you and your entire network CAN NOT be trusted.    The only people still watching CNN are brainwashed liberals and demonrats. URL,1.0
579,@USER @USER (She is clearly agitated in a defensive stance) Shit- what is she doing here,1.0
583,@USER Then your gonna get bitten,1.0
589,@USER Woodword's book is slander.  He is nothing but a Clown Tool!,1.0
590,@USER How many more??? This country MUST address sensible gun control! This is more than ENOUGH!!!  VOTE BLUE! GET THIS GARBAGE CLEANED OFF OUR STREETS!,0.0
591,@USER It appears to be paired with a WOO-HOO so he must think he is on his way to a brothel.,1.0
592,@USER @USER @USER She is mentally unstable.,1.0
593,@USER Character and Clinton. Cartoon maybe,1.0
596,@USER @USER @USER @USER @USER @USER @USER @USER @USER I like that they aren't mincing around with her. I do not understand why she is denying doing porn.,1.0
598,"@USER @USER @USER @USER @USER FEMA has contacted the Senator and was told.its a TV hit you take them when you can"" He Is a liar.  If he had a set... he would put on his big girl panties and tell the truth!""",1.0
599,@USER But I thought Antifa were actually fascists but this shows Rethuglicans are the actual fascists in the room.,1.0
601,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER So absurd.  The left has been fielding violent feminists and communists in the form of Antifa to attack the very peaceful transition of power for more than two years.    I wonder if it will ever occur to you that you are the bad guys?  I doubt you have the moral fortitude.,1.0
603,Anyone surprised? @USER  #CloserNation  #MAGA #QAnon URL,1.0
606,@USER Not if you are from Wisconsin. And it’s a bubbler. And duck duck goose.,1.0
609,"@USER Good liberals will allow a rapist"" to continue serving on a federal district court while his victim continues to suffer?    But...you said....you said....""",1.0
610,@USER Then why are you pretending to be something your not???You are a phony and all your lies won't change that!,1.0
619,@USER She mocked SJWs and the KKK with extremely clever satire. The fact you don’t have a sense of humor or are too stupid to get it is our fault. None of that means you get to denigrate or lie about her or her motives. She is a Native American woman and you are a bigoted misogynist.,1.0
622,@USER @USER @USER Are you saying he is a turkey chocker 😶,1.0
624,@USER @USER Such delusional liberals..! So twisted with hate you can't even acknowledge the U.S. Airforce..!!,1.0
625,@USER @USER She is better than all this shit. She is better than anything. ❤️,0.0
628,@USER damn what i would do to be able to eat that pussy,1.0
630,@USER What exactly is it about Willy that anyone with half a brain would consider conservative?   The guy is literally a poster child for Liberals,1.0
634,@USER @USER Queen Of Rap 😛 Other Bitches can knot relate,1.0
639,@USER I would be worse than her licking that ass,0.0
640,@USER So a pathological liar is going to give the Judge a lecture on credibility because the judge won’t admit to something he didn’t do...   and we are the stupid ones.... 😳   And liberals have no shame in the ignorance of their elected representatives.,1.0
641,@USER @USER @USER We have a stupid problem. Conservatives don’t just hate studies by smart people  (smart people suck) that show data (data schmata) and facts (#fakenews) but just being near one can turn somebody into a nitwit. #cdnpoli,0.0
644,@USER BITCH,1.0
648,@USER If Jamie Oliver fucks with my £3 meal deals at Tesco I’ll kill the cunt,1.0
649,@USER I CARE THAT HE WAS MURDERED. I don't care whether he had some weed in his home (like a whole lot of Americans do) any more than I'd care if you said he had 100 pairs of socks. He is the victim. You are trying to smear the victim. You are despicable.,1.0
657,@USER @USER @USER I should wash your mouth out with soap for saying that! I have the utmost respect and admiration for our cops. I don’t have that for dirt bags who would break into my home.  Gun control means a steady hand not an empty one. Go talk to Antifa buddies about being a drain,1.0
660,@USER HE IS A RUSSIAN SPY /HAVE RECEIVED MUCH MONEY FROM PUTIN.,1.0
661,@USER @USER Well he's a liberal so that explains it. Who knows the shooter may be a liberal as far as he knows. Liberals are very hateful violent people and must be defeated!,1.0
664,@USER @USER No news. orgs. are giving Faith Goldy the time of day. That's simply wrong. She may not have the experience of the other two useless fools but she cares and she is no one's fool.,1.0
667,@USER i just gave Beto $100 and you all should as well.  Trump called Ted's wife ugly and he is still licking his boots for help with reelection.,1.0
671,Was this a threat from @USER #DangerousDemocrats #maga URL,1.0
673,@USER @USER Liberals cannot imagine a circumstance where they are forced to defend themselves or their family from violence.  They imagine such an eventuality to be beyond the realm of possibility and they foolishly believe that the police will arrive quickly enough to save them.,1.0
680,@USER Let me borrow yo shit first 🤣,1.0
682,@USER WOW!  That lie'n bitch is at it again. URL,1.0
689,@USER Stfu bitch lol why u Salty I’m tryna get twitter famous ya know,1.0
692,@USER ...@USER is 100% correct and should be applauded for criticizing our inept and corrupt President - not denounced for it.....@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,1.0
693,@USER You turn a dull Tuesday night into a super sexy one! So hot! 🔥🔥🔥,1.0
694,@USER But not as despicable as her own.,1.0
696,@USER @USER Without question Professor Ford is troubled that's being polite. Half the women in the world (probably more) have been groped at one time or an other  and don't hold on to it for 40 years. This is obviously a political ploy to deter scotus confirmation. @USER #MAGA,1.0
697,@USER @USER He is both evil and delusional. He eats those high quality paint chips.,1.0
698,@USER @USER shut that wanker up,1.0
702,@USER FUCK OFF,0.0
707,@USER @USER She’ll have a total mental breakdown when he is re-elected!!!!,1.0
715,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that is about the saddest existence I have ever been privy to reading. Sucks to be you man,1.0
721,@USER So... Did Angela hook up with a younger guy so she has someone to wipe her butt when she is 75?,1.0
722,@USER Good!!! This will surely show us how croocked he is. 😂😂😂,1.0
725,@USER @USER @USER @USER @USER @USER @USER Exactly Hat @USER  are true Feckers ! I detest them,1.0
726,@USER still waiting for mine fat,0.0
727,@USER Sam was singing and they DiDNT tell her to stop singing and she thanked them!! Unbelievable!!! Who the hell is she talking to?! It's bad enough when she is talking to one of the houseguest !! But to keep talking to herself! Wonder what her family think about her going nuts!,1.0
729,@USER  I think he could be called a turncoat  talking out of both sides of his fucking mouth  Lindsey Graham can no longer be trusted URL,1.0
732,@USER @USER @USER @USER Oh boo you sound so ignorant with your words. We are on Top. All of America is on Top now. How about stop resisting and try to help make our nation the best for everyone not just liberals. Wake up and Walk Away.,1.0
738,@USER Sucks,1.0
739,@USER Fuckkk 😂😂 I know I seen bitch that’s a slapper lmao,1.0
743,@USER @USER Lefty Pope should also! He is Not worthy rep for true christian roman catholics!! He failed his flock!,1.0
748,@USER And honestly it’s ridiculous.. you are grocery shopping there is no need to be like That,1.0
749,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Little known fact Balaam raced donkeys and gambled on races. One day his fastest ass was winning the Jerusalem sweepstakes. And right before the finish the ass lost control running over a Samaritan and two Africans . Local antifa saw the whole thing and blamed the fastest ass!,1.0
751,@USER @USER @USER if she were a true Krishn bhakt she wouldn't even care about presence or absence of such laws... she would be above such issues... a typical Chandigarh mentality of one up manship she is caged in... call her anything but Krishn bhakt.. like who cares about what she is doing ...,0.0
752,@USER It's been up since Sunday night. He is a sloth.,1.0
753,@USER @USER SOME THINGS NEVER CHANGE! In 1991 #SCOTUS Clarence Thomas’s #HighTechLynching by @USER @USER &amp; @USER  #MAGA FIGHT BACK against these lies! #ConfirmKavanaugh  @USER @USER @USER @USER #DJT  #Kavanaugh #MeToo  URL,0.0
755,@USER @USER Bitch shut up he building his self esteem,1.0
756,@USER @USER @USER @USER @USER This hand signal is used by ignorant people as a signal of white supremacy and by evil people who get a lot of satisfaction in the idea of pissing off liberals.  We should ignore both because displays of ignorance and hatefulness don’t deserve our time and attention.,0.0
758,#USA #UK and probably #Europe and #Australia  With their level of intelligence?  Weez all stoopid y'all!  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Celebrities URL,1.0
759,@USER When are the Republicans going to learn that Democrats hate conservatives .Vote  Thursday,1.0
763,@USER @USER Isn’t that the Amazon bitch from Antifa?,1.0
765,@USER @USER @USER @USER @USER @USER @USER Lie about what? Certainly not about you throwing gun control &amp; accountability out the window once an illegal is involved.  And “a” hollering? Are you seeing shit AND hearing voices?,1.0
769,@USER Just one more proof that the dnc hates the cosnstitution. this is exactly what pres. Washington warned us of in his farwell address. the dnc hates the constitution because it stands in the way of their totalitarain agenda. maybe that i why they push both socialism and gun control,1.0
775,@USER He is a beast,1.0
781,You you have committed so many crimes. No care what a liar has to say. You belong in prison. #MAGA URL,1.0
784,@USER HAHAHAHA omg these people. They thought they would have their way FOREVER.  Idiots,1.0
786,@USER Fool on the Hill !,1.0
